id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
946,0.06368941813707352,1.8528146919006335e-16,2.8619444591981846e-09,0.08270131796598434,7.469536222560406e-16,0.031362440437078476,5.490042553901731e-07,2.739300839493808e-07,1.5941041056066751e-06,7.312939698245202e-10,1.6009879186262843e-11,1.0406994732647945e-07,0.00020327727543190122,2.8485102731429235e-12,0.027779648080468178,3.5303686108387536e-14,4.1738014260772616e-05,8.746442858864611e-08,0.04167753830552101,1.221772266690735e-10,2.6738689040683994e-10,0.04928506910800934,4.4479909339090185e-11,1.9738838091143407e-05,8.80200001773801e-09,3.0073920674131695e-16,3.7659211216123367e-07,7.007515705481637e-07,9.548828394656539e-10,8.615027763880789e-05,0.058542314916849136,0.005556035321205854,0.061226736754179,3.8979738239871206e-17,0.09533290565013885,1.2832483556671215e-12,7.878935833330379e-16,2.3147954386626424e-10,0.04803900048136711,0.018182771280407906,3.49346300936304e-05,1.0497346991655832e-08,0.001207502093166113,3.503079426536715e-08,0.00039048236794769764,9.922036525722433e-08,1.135189897638611e-08,0.0038567427545785904,0.03339304029941559,2.0344499418456508e-08,0.008686639368534088,8.436681908641219e-11,5.803880185339949e-07,0.07337489724159241,3.2436322516815608e-09,0.07221914082765579,2.804869306109216e-14,2.0203117442131968e-20,1.3881714864316165e-15,7.485514291749595e-11,5.693153184438415e-07,0.09346091002225876,9.766644382125378e-08,5.996384402351396e-07,5.4944980547588784e-06,0.008998713456094265,8.162322329305187e-23,4.677277662401558e-12,0.00032268560607917607,1.6236921737892269e-15,0.0007967830752022564,1.2471439276851015e-06,0.001784766442142427,5.880082205760162e-17,3.59836412826553e-05,0.004203673917800188,4.761684102572161e-12,0.027145270258188248,9.619402510326926e-15,8.97759315245637e-16,7.131553367557567e-18,7.713492067296102e-10,3.099581968722025e-15,0.06566910445690155,1.5825811772174347e-08,3.5390849006944336e-07,1.3310602753335843e-06,2.0342432183184656e-09,1.0418290230518323e-06,1.2486843781189805e-09,0.014656265266239643,3.522652605170151e-07,9.623645066749151e-18,0.0013629901222884655,9.899091095444401e-13,5.73212332710682e-07,0.004552330821752548,7.218860492014256e-12,0.00010495317837921903
947,0.06368941813707352,1.8528146919006335e-16,2.8619444591981846e-09,0.08270131796598434,7.469536222560406e-16,0.031362440437078476,5.490042553901731e-07,2.739300839493808e-07,1.5941041056066751e-06,7.312939698245202e-10,1.6009879186262843e-11,1.0406994732647945e-07,0.00020327727543190122,2.8485102731429235e-12,0.027779648080468178,3.5303686108387536e-14,4.1738014260772616e-05,8.746442858864611e-08,0.04167753830552101,1.221772266690735e-10,2.6738689040683994e-10,0.04928506910800934,4.4479909339090185e-11,1.9738838091143407e-05,8.80200001773801e-09,3.0073920674131695e-16,3.7659211216123367e-07,7.007515705481637e-07,9.548828394656539e-10,8.615027763880789e-05,0.058542314916849136,0.005556035321205854,0.061226736754179,3.8979738239871206e-17,0.09533290565013885,1.2832483556671215e-12,7.878935833330379e-16,2.3147954386626424e-10,0.04803900048136711,0.018182771280407906,3.49346300936304e-05,1.0497346991655832e-08,0.001207502093166113,3.503079426536715e-08,0.00039048236794769764,9.922036525722433e-08,1.135189897638611e-08,0.0038567427545785904,0.03339304029941559,2.0344499418456508e-08,0.008686639368534088,8.436681908641219e-11,5.803880185339949e-07,0.07337489724159241,3.2436322516815608e-09,0.07221914082765579,2.804869306109216e-14,2.0203117442131968e-20,1.3881714864316165e-15,7.485514291749595e-11,5.693153184438415e-07,0.09346091002225876,9.766644382125378e-08,5.996384402351396e-07,5.4944980547588784e-06,0.008998713456094265,8.162322329305187e-23,4.677277662401558e-12,0.00032268560607917607,1.6236921737892269e-15,0.0007967830752022564,1.2471439276851015e-06,0.001784766442142427,5.880082205760162e-17,3.59836412826553e-05,0.004203673917800188,4.761684102572161e-12,0.027145270258188248,9.619402510326926e-15,8.97759315245637e-16,7.131553367557567e-18,7.713492067296102e-10,3.099581968722025e-15,0.06566910445690155,1.5825811772174347e-08,3.5390849006944336e-07,1.3310602753335843e-06,2.0342432183184656e-09,1.0418290230518323e-06,1.2486843781189805e-09,0.014656265266239643,3.522652605170151e-07,9.623645066749151e-18,0.0013629901222884655,9.899091095444401e-13,5.73212332710682e-07,0.004552330821752548,7.218860492014256e-12,0.00010495317837921903
950,0.06368941813707352,1.8528146919006335e-16,2.8619444591981846e-09,0.08270131796598434,7.469536222560406e-16,0.031362440437078476,5.490042553901731e-07,2.739300839493808e-07,1.5941041056066751e-06,7.312939698245202e-10,1.6009879186262843e-11,1.0406994732647945e-07,0.00020327727543190122,2.8485102731429235e-12,0.027779648080468178,3.5303686108387536e-14,4.1738014260772616e-05,8.746442858864611e-08,0.04167753830552101,1.221772266690735e-10,2.6738689040683994e-10,0.04928506910800934,4.4479909339090185e-11,1.9738838091143407e-05,8.80200001773801e-09,3.0073920674131695e-16,3.7659211216123367e-07,7.007515705481637e-07,9.548828394656539e-10,8.615027763880789e-05,0.058542314916849136,0.005556035321205854,0.061226736754179,3.8979738239871206e-17,0.09533290565013885,1.2832483556671215e-12,7.878935833330379e-16,2.3147954386626424e-10,0.04803900048136711,0.018182771280407906,3.49346300936304e-05,1.0497346991655832e-08,0.001207502093166113,3.503079426536715e-08,0.00039048236794769764,9.922036525722433e-08,1.135189897638611e-08,0.0038567427545785904,0.03339304029941559,2.0344499418456508e-08,0.008686639368534088,8.436681908641219e-11,5.803880185339949e-07,0.07337489724159241,3.2436322516815608e-09,0.07221914082765579,2.804869306109216e-14,2.0203117442131968e-20,1.3881714864316165e-15,7.485514291749595e-11,5.693153184438415e-07,0.09346091002225876,9.766644382125378e-08,5.996384402351396e-07,5.4944980547588784e-06,0.008998713456094265,8.162322329305187e-23,4.677277662401558e-12,0.00032268560607917607,1.6236921737892269e-15,0.0007967830752022564,1.2471439276851015e-06,0.001784766442142427,5.880082205760162e-17,3.59836412826553e-05,0.004203673917800188,4.761684102572161e-12,0.027145270258188248,9.619402510326926e-15,8.97759315245637e-16,7.131553367557567e-18,7.713492067296102e-10,3.099581968722025e-15,0.06566910445690155,1.5825811772174347e-08,3.5390849006944336e-07,1.3310602753335843e-06,2.0342432183184656e-09,1.0418290230518323e-06,1.2486843781189805e-09,0.014656265266239643,3.522652605170151e-07,9.623645066749151e-18,0.0013629901222884655,9.899091095444401e-13,5.73212332710682e-07,0.004552330821752548,7.218860492014256e-12,0.00010495317837921903
953,0.06368941813707352,1.8528146919006335e-16,2.8619444591981846e-09,0.08270131796598434,7.469536222560406e-16,0.031362440437078476,5.490042553901731e-07,2.739300839493808e-07,1.5941041056066751e-06,7.312939698245202e-10,1.6009879186262843e-11,1.0406994732647945e-07,0.00020327727543190122,2.8485102731429235e-12,0.027779648080468178,3.5303686108387536e-14,4.1738014260772616e-05,8.746442858864611e-08,0.04167753830552101,1.221772266690735e-10,2.6738689040683994e-10,0.04928506910800934,4.4479909339090185e-11,1.9738838091143407e-05,8.80200001773801e-09,3.0073920674131695e-16,3.7659211216123367e-07,7.007515705481637e-07,9.548828394656539e-10,8.615027763880789e-05,0.058542314916849136,0.005556035321205854,0.061226736754179,3.8979738239871206e-17,0.09533290565013885,1.2832483556671215e-12,7.878935833330379e-16,2.3147954386626424e-10,0.04803900048136711,0.018182771280407906,3.49346300936304e-05,1.0497346991655832e-08,0.001207502093166113,3.503079426536715e-08,0.00039048236794769764,9.922036525722433e-08,1.135189897638611e-08,0.0038567427545785904,0.03339304029941559,2.0344499418456508e-08,0.008686639368534088,8.436681908641219e-11,5.803880185339949e-07,0.07337489724159241,3.2436322516815608e-09,0.07221914082765579,2.804869306109216e-14,2.0203117442131968e-20,1.3881714864316165e-15,7.485514291749595e-11,5.693153184438415e-07,0.09346091002225876,9.766644382125378e-08,5.996384402351396e-07,5.4944980547588784e-06,0.008998713456094265,8.162322329305187e-23,4.677277662401558e-12,0.00032268560607917607,1.6236921737892269e-15,0.0007967830752022564,1.2471439276851015e-06,0.001784766442142427,5.880082205760162e-17,3.59836412826553e-05,0.004203673917800188,4.761684102572161e-12,0.027145270258188248,9.619402510326926e-15,8.97759315245637e-16,7.131553367557567e-18,7.713492067296102e-10,3.099581968722025e-15,0.06566910445690155,1.5825811772174347e-08,3.5390849006944336e-07,1.3310602753335843e-06,2.0342432183184656e-09,1.0418290230518323e-06,1.2486843781189805e-09,0.014656265266239643,3.522652605170151e-07,9.623645066749151e-18,0.0013629901222884655,9.899091095444401e-13,5.73212332710682e-07,0.004552330821752548,7.218860492014256e-12,0.00010495317837921903
957,4.524773371280157e-22,6.029385591045605e-32,1.1667942289979826e-35,1.0,0.0,0.0,9.0403696179505e-19,1.8492777210116407e-31,1.7915693800729564e-22,0.0,1.3363881894836258e-37,4.705450381403133e-37,1.0941260014172385e-27,0.0,0.0,0.0,2.757110515603232e-22,0.0,4.532120685919398e-27,0.0,0.0,1.620394485257748e-08,0.0,4.501545272123663e-31,0.0,0.0,7.346449571146829e-37,0.0,0.0,4.490762333860037e-21,5.9925932882639894e-36,1.4640922647800713e-33,0.0,1.3105400622184445e-37,8.273268823866771e-37,0.0,0.0,0.0,1.685062167741485e-27,2.8888189796457907e-31,3.0741354118385554e-23,0.0,5.028097188760677e-34,7.366297325082159e-20,2.1462218468983543e-32,0.0,0.0,1.441531791490006e-32,1.0846331313632123e-22,1.500008374276393e-32,4.234059407405876e-37,0.0,1.0274149673147425e-23,2.1564127601054606e-26,1.933577143549497e-35,7.230138226455989e-26,0.0,0.0,0.0,0.0,0.0,1.813025737035192e-38,4.294254070498547e-25,0.0,2.171468903343674e-34,1.81757209452672e-34,0.0,1.7321953888135204e-36,6.572732810465525e-17,0.0,3.6309340463356e-37,0.0,0.0,0.0,0.0,0.0,6.794992936893796e-25,6.38358309252284e-37,1.6504491698521865e-33,0.0,4.135582037278129e-15,0.0,0.0,3.962058236772364e-35,0.0,0.0,0.0,0.0,5.248804679952689e-31,2.5902181028374786e-34,0.0,0.0,0.0,0.0,5.85305440863027e-38,0.0,5.91722054075116e-29,6.104216488839147e-21,6.028666012215102e-19
964,0.06368941813707352,1.8528146919006335e-16,2.8619444591981846e-09,0.08270131796598434,7.469536222560406e-16,0.031362440437078476,5.490042553901731e-07,2.739300839493808e-07,1.5941041056066751e-06,7.312939698245202e-10,1.6009879186262843e-11,1.0406994732647945e-07,0.00020327727543190122,2.8485102731429235e-12,0.027779648080468178,3.5303686108387536e-14,4.1738014260772616e-05,8.746442858864611e-08,0.04167753830552101,1.221772266690735e-10,2.6738689040683994e-10,0.04928506910800934,4.4479909339090185e-11,1.9738838091143407e-05,8.80200001773801e-09,3.0073920674131695e-16,3.7659211216123367e-07,7.007515705481637e-07,9.548828394656539e-10,8.615027763880789e-05,0.058542314916849136,0.005556035321205854,0.061226736754179,3.8979738239871206e-17,0.09533290565013885,1.2832483556671215e-12,7.878935833330379e-16,2.3147954386626424e-10,0.04803900048136711,0.018182771280407906,3.49346300936304e-05,1.0497346991655832e-08,0.001207502093166113,3.503079426536715e-08,0.00039048236794769764,9.922036525722433e-08,1.135189897638611e-08,0.0038567427545785904,0.03339304029941559,2.0344499418456508e-08,0.008686639368534088,8.436681908641219e-11,5.803880185339949e-07,0.07337489724159241,3.2436322516815608e-09,0.07221914082765579,2.804869306109216e-14,2.0203117442131968e-20,1.3881714864316165e-15,7.485514291749595e-11,5.693153184438415e-07,0.09346091002225876,9.766644382125378e-08,5.996384402351396e-07,5.4944980547588784e-06,0.008998713456094265,8.162322329305187e-23,4.677277662401558e-12,0.00032268560607917607,1.6236921737892269e-15,0.0007967830752022564,1.2471439276851015e-06,0.001784766442142427,5.880082205760162e-17,3.59836412826553e-05,0.004203673917800188,4.761684102572161e-12,0.027145270258188248,9.619402510326926e-15,8.97759315245637e-16,7.131553367557567e-18,7.713492067296102e-10,3.099581968722025e-15,0.06566910445690155,1.5825811772174347e-08,3.5390849006944336e-07,1.3310602753335843e-06,2.0342432183184656e-09,1.0418290230518323e-06,1.2486843781189805e-09,0.014656265266239643,3.522652605170151e-07,9.623645066749151e-18,0.0013629901222884655,9.899091095444401e-13,5.73212332710682e-07,0.004552330821752548,7.218860492014256e-12,0.00010495317837921903
965,0.06368941813707352,1.8528146919006335e-16,2.8619444591981846e-09,0.08270131796598434,7.469536222560406e-16,0.031362440437078476,5.490042553901731e-07,2.739300839493808e-07,1.5941041056066751e-06,7.312939698245202e-10,1.6009879186262843e-11,1.0406994732647945e-07,0.00020327727543190122,2.8485102731429235e-12,0.027779648080468178,3.5303686108387536e-14,4.1738014260772616e-05,8.746442858864611e-08,0.04167753830552101,1.221772266690735e-10,2.6738689040683994e-10,0.04928506910800934,4.4479909339090185e-11,1.9738838091143407e-05,8.80200001773801e-09,3.0073920674131695e-16,3.7659211216123367e-07,7.007515705481637e-07,9.548828394656539e-10,8.615027763880789e-05,0.058542314916849136,0.005556035321205854,0.061226736754179,3.8979738239871206e-17,0.09533290565013885,1.2832483556671215e-12,7.878935833330379e-16,2.3147954386626424e-10,0.04803900048136711,0.018182771280407906,3.49346300936304e-05,1.0497346991655832e-08,0.001207502093166113,3.503079426536715e-08,0.00039048236794769764,9.922036525722433e-08,1.135189897638611e-08,0.0038567427545785904,0.03339304029941559,2.0344499418456508e-08,0.008686639368534088,8.436681908641219e-11,5.803880185339949e-07,0.07337489724159241,3.2436322516815608e-09,0.07221914082765579,2.804869306109216e-14,2.0203117442131968e-20,1.3881714864316165e-15,7.485514291749595e-11,5.693153184438415e-07,0.09346091002225876,9.766644382125378e-08,5.996384402351396e-07,5.4944980547588784e-06,0.008998713456094265,8.162322329305187e-23,4.677277662401558e-12,0.00032268560607917607,1.6236921737892269e-15,0.0007967830752022564,1.2471439276851015e-06,0.001784766442142427,5.880082205760162e-17,3.59836412826553e-05,0.004203673917800188,4.761684102572161e-12,0.027145270258188248,9.619402510326926e-15,8.97759315245637e-16,7.131553367557567e-18,7.713492067296102e-10,3.099581968722025e-15,0.06566910445690155,1.5825811772174347e-08,3.5390849006944336e-07,1.3310602753335843e-06,2.0342432183184656e-09,1.0418290230518323e-06,1.2486843781189805e-09,0.014656265266239643,3.522652605170151e-07,9.623645066749151e-18,0.0013629901222884655,9.899091095444401e-13,5.73212332710682e-07,0.004552330821752548,7.218860492014256e-12,0.00010495317837921903
967,0.06368941813707352,1.8528146919006335e-16,2.8619444591981846e-09,0.08270131796598434,7.469536222560406e-16,0.031362440437078476,5.490042553901731e-07,2.739300839493808e-07,1.5941041056066751e-06,7.312939698245202e-10,1.6009879186262843e-11,1.0406994732647945e-07,0.00020327727543190122,2.8485102731429235e-12,0.027779648080468178,3.5303686108387536e-14,4.1738014260772616e-05,8.746442858864611e-08,0.04167753830552101,1.221772266690735e-10,2.6738689040683994e-10,0.04928506910800934,4.4479909339090185e-11,1.9738838091143407e-05,8.80200001773801e-09,3.0073920674131695e-16,3.7659211216123367e-07,7.007515705481637e-07,9.548828394656539e-10,8.615027763880789e-05,0.058542314916849136,0.005556035321205854,0.061226736754179,3.8979738239871206e-17,0.09533290565013885,1.2832483556671215e-12,7.878935833330379e-16,2.3147954386626424e-10,0.04803900048136711,0.018182771280407906,3.49346300936304e-05,1.0497346991655832e-08,0.001207502093166113,3.503079426536715e-08,0.00039048236794769764,9.922036525722433e-08,1.135189897638611e-08,0.0038567427545785904,0.03339304029941559,2.0344499418456508e-08,0.008686639368534088,8.436681908641219e-11,5.803880185339949e-07,0.07337489724159241,3.2436322516815608e-09,0.07221914082765579,2.804869306109216e-14,2.0203117442131968e-20,1.3881714864316165e-15,7.485514291749595e-11,5.693153184438415e-07,0.09346091002225876,9.766644382125378e-08,5.996384402351396e-07,5.4944980547588784e-06,0.008998713456094265,8.162322329305187e-23,4.677277662401558e-12,0.00032268560607917607,1.6236921737892269e-15,0.0007967830752022564,1.2471439276851015e-06,0.001784766442142427,5.880082205760162e-17,3.59836412826553e-05,0.004203673917800188,4.761684102572161e-12,0.027145270258188248,9.619402510326926e-15,8.97759315245637e-16,7.131553367557567e-18,7.713492067296102e-10,3.099581968722025e-15,0.06566910445690155,1.5825811772174347e-08,3.5390849006944336e-07,1.3310602753335843e-06,2.0342432183184656e-09,1.0418290230518323e-06,1.2486843781189805e-09,0.014656265266239643,3.522652605170151e-07,9.623645066749151e-18,0.0013629901222884655,9.899091095444401e-13,5.73212332710682e-07,0.004552330821752548,7.218860492014256e-12,0.00010495317837921903
973,0.06368941813707352,1.8528146919006335e-16,2.8619444591981846e-09,0.08270131796598434,7.469536222560406e-16,0.031362440437078476,5.490042553901731e-07,2.739300839493808e-07,1.5941041056066751e-06,7.312939698245202e-10,1.6009879186262843e-11,1.0406994732647945e-07,0.00020327727543190122,2.8485102731429235e-12,0.027779648080468178,3.5303686108387536e-14,4.1738014260772616e-05,8.746442858864611e-08,0.04167753830552101,1.221772266690735e-10,2.6738689040683994e-10,0.04928506910800934,4.4479909339090185e-11,1.9738838091143407e-05,8.80200001773801e-09,3.0073920674131695e-16,3.7659211216123367e-07,7.007515705481637e-07,9.548828394656539e-10,8.615027763880789e-05,0.058542314916849136,0.005556035321205854,0.061226736754179,3.8979738239871206e-17,0.09533290565013885,1.2832483556671215e-12,7.878935833330379e-16,2.3147954386626424e-10,0.04803900048136711,0.018182771280407906,3.49346300936304e-05,1.0497346991655832e-08,0.001207502093166113,3.503079426536715e-08,0.00039048236794769764,9.922036525722433e-08,1.135189897638611e-08,0.0038567427545785904,0.03339304029941559,2.0344499418456508e-08,0.008686639368534088,8.436681908641219e-11,5.803880185339949e-07,0.07337489724159241,3.2436322516815608e-09,0.07221914082765579,2.804869306109216e-14,2.0203117442131968e-20,1.3881714864316165e-15,7.485514291749595e-11,5.693153184438415e-07,0.09346091002225876,9.766644382125378e-08,5.996384402351396e-07,5.4944980547588784e-06,0.008998713456094265,8.162322329305187e-23,4.677277662401558e-12,0.00032268560607917607,1.6236921737892269e-15,0.0007967830752022564,1.2471439276851015e-06,0.001784766442142427,5.880082205760162e-17,3.59836412826553e-05,0.004203673917800188,4.761684102572161e-12,0.027145270258188248,9.619402510326926e-15,8.97759315245637e-16,7.131553367557567e-18,7.713492067296102e-10,3.099581968722025e-15,0.06566910445690155,1.5825811772174347e-08,3.5390849006944336e-07,1.3310602753335843e-06,2.0342432183184656e-09,1.0418290230518323e-06,1.2486843781189805e-09,0.014656265266239643,3.522652605170151e-07,9.623645066749151e-18,0.0013629901222884655,9.899091095444401e-13,5.73212332710682e-07,0.004552330821752548,7.218860492014256e-12,0.00010495317837921903
974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,0.06368941813707352,1.8528146919006335e-16,2.8619444591981846e-09,0.08270131796598434,7.469536222560406e-16,0.031362440437078476,5.490042553901731e-07,2.739300839493808e-07,1.5941041056066751e-06,7.312939698245202e-10,1.6009879186262843e-11,1.0406994732647945e-07,0.00020327727543190122,2.8485102731429235e-12,0.027779648080468178,3.5303686108387536e-14,4.1738014260772616e-05,8.746442858864611e-08,0.04167753830552101,1.221772266690735e-10,2.6738689040683994e-10,0.04928506910800934,4.4479909339090185e-11,1.9738838091143407e-05,8.80200001773801e-09,3.0073920674131695e-16,3.7659211216123367e-07,7.007515705481637e-07,9.548828394656539e-10,8.615027763880789e-05,0.058542314916849136,0.005556035321205854,0.061226736754179,3.8979738239871206e-17,0.09533290565013885,1.2832483556671215e-12,7.878935833330379e-16,2.3147954386626424e-10,0.04803900048136711,0.018182771280407906,3.49346300936304e-05,1.0497346991655832e-08,0.001207502093166113,3.503079426536715e-08,0.00039048236794769764,9.922036525722433e-08,1.135189897638611e-08,0.0038567427545785904,0.03339304029941559,2.0344499418456508e-08,0.008686639368534088,8.436681908641219e-11,5.803880185339949e-07,0.07337489724159241,3.2436322516815608e-09,0.07221914082765579,2.804869306109216e-14,2.0203117442131968e-20,1.3881714864316165e-15,7.485514291749595e-11,5.693153184438415e-07,0.09346091002225876,9.766644382125378e-08,5.996384402351396e-07,5.4944980547588784e-06,0.008998713456094265,8.162322329305187e-23,4.677277662401558e-12,0.00032268560607917607,1.6236921737892269e-15,0.0007967830752022564,1.2471439276851015e-06,0.001784766442142427,5.880082205760162e-17,3.59836412826553e-05,0.004203673917800188,4.761684102572161e-12,0.027145270258188248,9.619402510326926e-15,8.97759315245637e-16,7.131553367557567e-18,7.713492067296102e-10,3.099581968722025e-15,0.06566910445690155,1.5825811772174347e-08,3.5390849006944336e-07,1.3310602753335843e-06,2.0342432183184656e-09,1.0418290230518323e-06,1.2486843781189805e-09,0.014656265266239643,3.522652605170151e-07,9.623645066749151e-18,0.0013629901222884655,9.899091095444401e-13,5.73212332710682e-07,0.004552330821752548,7.218860492014256e-12,0.00010495317837921903
